Time,Source,Destination,Protocol,Length
153.949852,10.0.0.6,10.0.0.2,TCP,54
153.953159,10.0.0.2,10.0.0.6,TCP,574
153.953178,10.0.0.6,10.0.0.2,TCP,54
153.958472,10.0.0.2,10.0.0.6,TCP,574
153.958508,10.0.0.6,10.0.0.2,TCP,54
153.960397,10.0.0.2,10.0.0.6,TCP,574
153.960413,10.0.0.6,10.0.0.2,TCP,54
153.963723,10.0.0.2,10.0.0.6,TCP,574
153.963735,10.0.0.6,10.0.0.2,TCP,54
153.966473,10.0.0.2,10.0.0.6,TCP,574
153.96652,10.0.0.6,10.0.0.2,TCP,54
153.972383,10.0.0.2,10.0.0.6,TCP,574
153.972435,10.0.0.6,10.0.0.2,TCP,54
153.973183,10.0.0.2,10.0.0.6,TCP,574
153.973198,10.0.0.6,10.0.0.2,TCP,54
153.976503,10.0.0.2,10.0.0.6,TCP,574
153.976514,10.0.0.6,10.0.0.2,TCP,54
153.979847,10.0.0.2,10.0.0.6,TCP,574
153.979857,10.0.0.6,10.0.0.2,TCP,54
153.985809,10.0.0.2,10.0.0.6,TCP,574
153.985862,10.0.0.6,10.0.0.2,TCP,54
153.988937,10.0.0.2,10.0.0.6,TCP,574
153.988977,10.0.0.6,10.0.0.2,TCP,54
153.996635,10.0.0.2,10.0.0.6,TCP,574
153.996678,10.0.0.6,10.0.0.2,TCP,54
153.997459,10.0.0.2,10.0.0.6,TCP,574
153.997472,10.0.0.6,10.0.0.2,TCP,54
154.000778,10.0.0.2,10.0.0.6,TCP,574
154.000789,10.0.0.6,10.0.0.2,TCP,54
154.004116,10.0.0.2,10.0.0.6,TCP,574
154.004126,10.0.0.6,10.0.0.2,TCP,54
154.007452,10.0.0.2,10.0.0.6,TCP,574
154.007461,10.0.0.6,10.0.0.2,TCP,54
154.010799,10.0.0.2,10.0.0.6,TCP,574
154.010807,10.0.0.6,10.0.0.2,TCP,54
154.01471,10.0.0.2,10.0.0.6,TCP,574
154.014745,10.0.0.6,10.0.0.2,TCP,54
154.0217,10.0.0.2,10.0.0.6,TCP,574
